Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,144,Unnamed: 80,Unnamed: 81,Unnamed: 82,152,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117
,Iclusig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400,7500,8800,8200,11300,12000,12300,11700,12600,14400,14400,13200,16800,18600,19400,15900,368.75,465.13157894736844,,,,,,,,,,,,,,,,34900,47300,54600,,,,,,,,,,,,,
,Adcetris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17200,16900,17600,17400,20000,21800,24100,18200,27100,27200,30000,25200,34500,33700,31400,29400,711.8055555555555,848.6842105263158,,,,,,,,,,,,,,,,69100,84100,109500,,,,,,,,,,,,,
,Ninlaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24400,21400,24900,20500,23700,25100,27100,16800,21000,25300,20400,20600,23900,23500,24000,19800,579.8611111111111,600.0,,,,,,,,,,,,,,,,91200,92700,87300,,,,,,,,,,,,,
,Other PDT Immunology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800,7100,8500,7600,8000,9100,9300,8400,12300,9100,9300,8400,13600,14300,12000,12200,,,,,,,,,,,,,,,,,,31000,34800,39100,,,,,,,,,,,,,
,Albumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17800,24000,19700,28500,22000,29800,33700,35900,30800,28200,35300,39700,29400,40900,30900,40100,904.1666666666666,929.6052631578947,,,,,,,,,,,,,,,,90000,121400,134000,,,,,,,,,,,,,
,IVIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81600,99700,97000,107600,111800,133300,145400,131700,145600,163600,176500,158900,201500,189600,185000,181700,4287.5,4985.526315789473,,,,,,,,,,,,,,,,385900,522200,644600,,,,,,,,,,,,,
,Other Rare Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2400,2400,2600,3200,3300,3800,2700,9200,8700,8600,8600,9200,10500,8200,6200,,,,,,,,,,,,,,,,,,9600,13000,35100,,,,,,,,,,,,,
,Livtencity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200,1100,2200,2000,3100,3200,4100,4300,5600,5100,7600,7900,9000,8500,,,,,,,,,,,,,,,,,,1300,10500,19100,,,,,,,,,,,,,
,Cinryze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600,4600,4500,4600,4700,4900,5300,3600,4500,3900,5000,3700,4300,3900,4600,3600,,,,,,,,,,,,,,,,,,19300,18500,17100,,,,,,,,,,,,,
,Firazyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900,7500,7100,5200,6800,6600,6400,4800,5500,6200,5500,4000,5000,4800,4300,4000,,,,,,,,,,,,,,,,,,26700,24600,21200,,,,,,,,,,,,,
,Vonvendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,3700,4600,4200,5300,5100,5100,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vpriv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,10500,11200,10200,11900,11500,13000,12000,11900,12400,14600,12300,13700,13300,14300,12200,,,,,,,,,,,,,,,,,,42400,48400,51200,,,,,,,,,,,,,
,Replagal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14100,11900,13600,12100,17600,16700,16300,16200,18000,18200,18900,18500,21400,19900,18900,17600,495.1388888888889,511.8421052631579,,,,,,,,,,,,,,,,51700,66800,73600,,,,,,,,,,,,,
,Elaprase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,16200,22900,15400,22200,20200,22600,20300,22800,22800,24300,21600,28000,25100,24000,20100,626.3888888888889,639.4736842105264,,,,,,,,,,,,,,,,73100,85300,91500,,,,,,,,,,,,,
,Takhzyro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25500,22100,30900,24800,34000,38800,44100,34900,41300,45800,49300,42200,56000,55000,57000,55100,1189.5833333333333,1467.7631578947369,,,,,,,,,,,,,,,,103300,151800,178600,,,,,,,,,,,,,
,Other Rare Heme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900,6600,7700,10100,9200,9500,11500,11700,12300,12100,13100,10300,13600,14300,12000,12200,,,,,,,,,,,,,,,,,,31300,41900,47800,,,,,,,,,,,,,
,Other PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,1100,1100,900,1100,1000,1200,1100,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4400,0,,,,,,,,,,,,,
,Hemofil/Immunate/Immunine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,5100,5200,4200,5400,5300,4200,4700,4200,5100,5200,5000,8700,5800,6800,4200,,,,,,,,,,,,,,,,,,17800,19600,19500,,,,,,,,,,,,,
,Recombinate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,2600,3300,2700,3200,3000,3500,3100,3000,3000,3000,3100,2700,2500,3300,3100,,,,,,,,,,,,,,,,,,12300,12800,12100,,,,,,,,,,,,,
,Feiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11400,8800,8800,10200,10500,10800,11300,8700,11900,8000,9100,11600,13900,9700,9200,6500,,,,,,,,,,,,,,,,,,39200,41300,40600,,,,,,,,,,,,,
,Adzynma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,400,1100,1400,2300,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adynovate/Adynovi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15400,14600,15900,14900,17500,16900,15500,16700,17400,16100,17800,15100,17600,16900,15900,14300,472.22222222222223,425.6578947368421,,,,,,,,,,,,,,,,60800,66600,66400,,,,,,,,,,,,,
,Advate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30700,30600,28000,29200,32100,30300,29700,26100,33800,28900,31200,29000,31900,26900,28100,24900,833.3333333333334,735.5263157894736,,,,,,,,,,,,,,,,118500,118200,122900,,,,,,,,,,,,,
,Other GI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,6000,6100,4400,6100,5500,6100,4300,9300,8600,9700,8000,8200,6800,8500,7000,,,,,,,,,,,,,,,,,,23200,22000,35600,,,,,,,,,,,,,
,Alofisel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,600,500,600,500,800,700,,,,,,,,,,,,,,,,,,,,,,,,,,1900,2600,0,,,,,,,,,,,,,
,Resolor/Motegrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,3700,2900,3900,3800,5600,4800,4700,5400,5500,5300,5500,5800,5700,2500,,,,,,,,,,,,,,,,,,13000,18100,20900,,,,,,,,,,,,,
,Eohilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,200,900,1300,1700,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pentasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,5200,5700,4400,2600,2100,2600,1100,,,,,,,,,,,,,,,,,,,,,,,,,,20100,8400,0,,,,,,,,,,,,,
,Lialda/Mezavant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400,5300,7300,7400,5700,5600,6300,6100,7500,6000,8200,7400,6600,6800,8000,5900,,,,,,,,,,,,,,,,,,26400,23700,29100,,,,,,,,,,,,,
,Pantoloc/Controloc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400,9500,10200,10200,11300,10900,11600,11700,11200,10900,11600,11700,10900,11600,10500,11500,,,,,,,,,,,,,,,,,,40300,45500,45400,,,,,,,,,,,,,
,Takecab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24300,24800,29300,24000,27600,27100,29800,24200,29800,28900,31500,28200,33200,31100,34700,31800,794.4444444444445,860.5263157894736,,,,,,,,,,,,,,,,102400,108700,118400,,,,,,,,,,,,,
,Gattex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18100,18700,19800,19100,21900,26500,29800,14900,27100,31800,31100,29300,36800,36400,40100,32900,,,,,,,,,,,,,,,,,,75700,93100,119300,,,,,,,,,,,,,
,Entyvio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125400,130500,139500,126400,168300,178300,201300,154900,192000,199700,227600,181600,234400,238900,225800,215100,,,,,,,,,,,27800,86200,143200,201400,269200,347200,429281,521800,702800,800900,914000,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trueup,,,,,,,,,,,,,,,,1088,-22163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,488706,335678,335678,,,,,,,,,,,,,
,SYR-322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,,,5000,50000,100000,,,,,,,,,,,,,,,,,,,,,,,
,TAK-491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAK-583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,48081,59659,53150,,23877,52176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,642427,,,366333,342135,367532,298802,396881,410259,395620,335576,378977,376476,372493,338019,359498,354527,367105,337357,306766.66000000003,301041.9218,300429.42261400004,306389.31639922,,,,,,,,,,,,,,,,,,,,,,1212200,1305167,1374800,,,,,,,,,,,,,,,,,,,,,745200,759600,814600,760900,889000,924200,1014900,863700,1058600,1038600,1112200,1030400,1208000,1094200,1059100,964100,,,,,1538336,1465965,1430248,1962325.12162644,1286809.6236819702,1097533.628754145,,,,,,,,3569006,4027478,4291478,,,,,,,,,,,,,
,COGS,,,,71692,68399,73956,64584,78628,72081,70561,68273,71336,69046,74247,70435,73102,77481,84112,77592.11,70556.3318,69239.642014,69098.76720122,70469.5427718206,,,,,,,,,,,,,,,,,,,,,,,279662,288708,,,,,,,,,,,,,,,,,,,,,,517061,,,,598327,,,321100,,,,387000,,,,,,,,289543,285064,271747.1199999999,372841.77310902346,231625.73226275458,197556.0531757461,,,,,,,,1106846,1244072,,,,,,,,,,,,,,
,Gross Profit,,,,294641,273736,293576,234218,318253,338178,325059,267303,307641,307430,298246,267584,286396,277046,282993,259764.89,236210.32820000005,231802.27978600003,231330.65541278003,235919.7736273994,,,,,,,,,,,,,,,,,,,,,,,1025505,1086092,,,,,,,,,,,,,,,,,,,,,,242539,,,,325873,,,737500,,,,821000,,,,,,,,1248793,1180901,1158500.8800000001,1589483.3485174165,1055183.8914192156,899977.5755783989,,,,,,,,2462160,2783406,,,,,,,,,,,,,,
,SG&A,,,,141520,161952,152631,,110660,139674,113674,,117144,119819,110854,,112223,105406,106293,97833.53,88962.33140000001,87302.157322,87124.53255806,88852.9017557738,,,,,,,,,,,,,,,,,,,,,,,567005,561334.95,,,,,,,,,,,,,,,,,,,,,,431854,,,,480214,,,248100,,,,270000,,,,,,,,942325,464290,459647.1,367717.68,294174.14400000003,235339.31520000004,,,,,,,,886361,997309,,,,,,,,,,,,,,
,R&D,,,,,,,,234829,86238,56531,,64867,70714,73698,,62113,62082,65806,65806,66135.03,66135.03,66465.70515,66798.03367574999,,,,,,,,,,,,,,,,,,,,,,,"193,300","275,800",,,,,,,,,,,,,,,,,,,,,,254081,,,,297752,,,162700,,,,168500,,,,,,,,"453,000",296400,"300,000",,,,,,,,,,,526087,633325,,,,,,,,,,,,,,
,Operating Expenses,,,,,,,,345489,225912,170205,200719,182011,190533,184552,203594,174336,167488,172099,163639.53,155097.3614,153437.18732199998,153590.23770806,155650.93543152377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685935,,,,777966,,,410800,0,0,0,438500,,,,,,,,,760690,,,,,,,,,,,,1412448,1630634,,,,,,,,,,,,,,
,Operating Income,,,,153121,111784,140945,,-27236,112266,154854,66584,125630,116897,113694,63990,112060,109558,110894,96125.36000000002,81112.96680000005,78365.09246400004,77740.41770472002,80268.83819587564,,,,,,,,,,,,,,,,,,,,,,,458500,524757.05,,,,,,,,,,,,,,,,,,,,,,-443396,,,,-452093,,,326700,0,0,0,382500,,,,,,,,306468,420211,398853.78000000014,1221765.6685174166,761009.7474192155,664638.2603783988,,,,,,,,1049712,1152772,,,,,,,,,,,,,,
,Other Income,,,,,,148467,,16641,-4241,-126,8687,9037,-618,4620,-17422,-3426,7281,7433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104814,,,,-104814,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,-258859,-226608,,,,,,,,,,,,,,
,Pretax Income,,,,,,289412,,-10595,108025,154728,75271,134667,116279,118314,46568,108634,116839,118327,96125.36000000002,81112.96680000005,78365.09246400004,77740.41770472002,80268.83819587564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-548210,,,,-556907,,,,,,,,,,,,,,,306468,420211,398853.78000000014,1221765.6685174166,761009.7474192155,664638.2603783988,,,,,,,,790853,926164,,,,,,,,,,,,,,
,Taxes,,,,,139288,72994,,65302,39177,54511,5171,25000,40271,44840,7974,39723,40091,38897,31598.773973142233,26663.830483487305,25760.5364927042,25555.190509862456,26386.344615387654,,,,,,,,,,,,,,,,,,,,,,,243842,129757.05000000005,,,,,,,,,,,,,,,,,,,,,,53266,,,,53266,,,,,,,,,,,,,,,91940.4,126063.29999999999,119656.13400000003,366529.70055522496,228302.92422576464,199391.47811351964,,,,,,,,72405,58052,,,,,,,,,,,,,,
,Net Income,,,,,-27504,216418,,-75897,68848,100217,70100,109667,76008,73474,38594,68911,76748,79430,64526.58602685778,54449.13631651275,52604.55597129585,52185.227194857565,53882.49358048798,,,,,,,,,,,,,,,,,,,,,,,214658,395000,,,,,,,,,,,,,,,,,,,,,,-601476,,,,-610173,,,,,,,,,,,,,,,214527.6,294147.7,279197.6460000001,855235.9679621917,532706.8231934509,465246.7822648792,,,,,,,,718448,868112,,,,,,,,,,,,,,
,EPS,,,,,,,,,,,,,,93.04438985695593,48.891542189611854,87.29763859222528,97.22568482065427,100.62328849357075,81.74338765309986,68.9771012438905,66.64035517532282,66.10914227786336,68.25926849178417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-382.618320610687,,,,-393.152706185567,,,,,,,,,,,,,,,271.77295998375644,372.6313593959499,353.69237416824694,1083.4276159428157,674.8421547612766,589.3826160461342,,,,,,,,,559.3505154639175,,,,,,,,,,,,,,
,Shares,,,,,,,,,,,,,,789.666095,789.379886,789.379886,789.379886,789.379886,789.379886,789.379886,789.379886,789.379886,789.379886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572,,,,1552,,,,,,,,,,,,,,,789.363298,789.379886,789.379886,789.379886,789.379886,789.379886,,,,,,,,,1552,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue Y/Y,,,,,-0.46743365394044767,,,,,0.0764232774289042,0.1230714653851046,-0.045111758940337254,-0.08234554269376171,-0.058457610838683616,0.007280020025270062,-0.05139889755842708,-0.05830119317034821,-0.01446470135009248,-0.001958469790159678,-0.14668048222799557,-0.1508632013922776,-0.18162535891911025,-0.09179499343656716,,,,,,,,,,,,,,,,,,,,,,,0.07669278996865203,0.05335179329541728,,,,,,,,,,,,,,,,,,,,,,,,,0.19296833064949004,0.2166929963138493,0.24588755217284564,0.13510316730187943,0.19077615298087736,0.12378273101060366,0.09587151443491959,0.193006831075605,,,,,,,,,0.11895257491998845,-0.047044988871091875,-0.02436415603373887,0.3720173855348443,-0.34424239413730795,-0.1470893529582461,,,,,,,,,0.12845929651000865,0.06554970629262291,,,,,,,,,,,,,
,Net Income Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8401364030224823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4568921518987341,0.37114152211650153,-0.05082499030249055,2.063191900845007,-0.37712298926955223,-0.12663633727115564,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,0.8042982750666743,0.800081839040145,0.7987767051576461,0.7838568684279221,0.8018851998457976,0.8243036715830732,0.8216445073555432,0.7965498128590841,0.8117669410016967,0.816599198886516,0.8006754489346108,0.7916241394714498,0.7966553360519391,0.7814524704747452,0.7708775418477003,0.77,0.77,0.77,0.77,0.77,,,,,,,,,,,,,,,,,,,,,,,0.7857270372297185,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8117816913860171,0.8055451528515346,0.81,0.81,0.82,0.82,,,,,,,,,,,,,,,,,,,,,,,
,SG&A %,,,,,,,,,,,,0.3091058296413767,0.31826464369574686,0.29760022335990205,,0.3121658534957079,0.297314449957267,0.28954386347230354,0.29,0.29,0.29,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,0.4344309961866949,0.40830298952574917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6125612349967757,0.3167128819583005,0.32137580335718,0.1873887644547013,0.22860735464370757,0.2144256075935853,,,,,,,,,,,,,,,,,,,,,,,
,Tax Rate,,,,,,,,,0.3626660495255728,0.35230210433793496,0.06869843631677539,0.1856431048437999,0.3463308077984847,0.3789914972023598,0.17123346504037107,0.3656590017858129,0.34313029039960974,0.32872463596643203,0.32872463596643203,0.32872463596643203,0.32872463596643203,0.32872463596643203,0.32872463596643203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976000,1255197.6460000002,2110433.613962192,2643140.437155643,3108387.2194205225,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326273,381168,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39464,86960,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286809,294208,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Japan,,,,,,,,,,,,,,,,140448,115800,162300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Americas,,,,,,,,,,,,,,,,126000,122000,112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Europe,,,,,,,,,,,,,,,,38800,34300,36700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5200,6200,6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932561,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649429,,,,,,,,,,,,,,
,Inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986457,,,,,,,,,,,,,,
,OCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176103,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398267,,,,,,,,,,,,,,
,ONCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63325,,,,,,,,,,,,,,
