Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
,EPS,-0.48758439694040073,-0.6911517537263921,-0.6853458691211037,-0.5865935900533792,0.10785824345146394,0.6964335962674848,1.6531209531209532,1.1622118622118625,0.9036747158701273,0.7868089321087701,1.2105592350466536,0.8294877177349553,,0,,,,0,,,,,0,2.1901578747365855,,,12.820060156543732,1.499887811108427,6.7711053089643185,4.813973799126639,,6.255226480836236,4.446753246753247,9.105584642233856,,17.021872265966753,6.09556907037359,6.208717518860018,9.137840210711147,7.900178253119428,8.572702943800184,23.319964349376114,17.830553116769096,23.787102473498226,8.73583260680035,8.919410745233971,12.250886524822697,11.385964912280702,7.921052631578945,12.226169844020797,14.030864197530862,12.118055555555555,6.868809730668983,9.445680068434557,11.01807228915663,12.192006950477845,8.587996402877698,7.956529496402878,8.365373381294965,9.2148684028777,,0.0,-2.4476768568590654,3.5919294170667873,3.8127145296073337,3.3645701991835164,5.683320315889957,,,,,29.268186753528777,73.55870624723084,41.244911359159566,46.29694323144105,39.528599179797105,68.22218633093524,70.34555191546762,71.15912389199642,72.23761470881205,74.12400795136242,75.06640173664381,76.87578126659837,68.51336204798548,58.901994041912666,49.49341200928592,42.945215028267185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,89.162,90.436,91.046,91.046,107.734,110.167,115.83,115.83,109.369,111.06,116.713,116.713,,113.032,,,,115.259,,,,,116.466,115.788,,,117.028,115.876,114.9,114.5,,114.8,115.5,114.6,,114.3,115.1,119.3,113.9,112.2,112.1,112.2,113.9,113.2,114.7,115.4,112.8,114,114,115.4,113.4,115.2,115.1,116.9,116.2,115.1,111.2,111.2,111.2,111.2,,82.926,90.61,115.382,111.29,113.413,115.23,,,,,115.12499999999999,112.85000000000001,114.22500000000001,114.5,115.82499999999999,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,111.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,,,,,,,,,,,,,,0.07229682562848261,0.1182202590672159,0.0983445035134638,0.2124471094761673,0.23010788305535845,0.28959607465456894,0.1461646139590187,0.09375414545610417,0.10877381014273069,0.21802279480568054,0.16725107509096904,0.20251275034208205,0.2313796212804331,0.12537607635646864,0.03621833021594978,0.009775524981897377,0.11980082015231375,0.0600138280709841,0.3835466579148892,1.6321262101111507,0.5053186851512776,1.153106926990477,0.17241242982525495,-0.4441201081985716,-0.1495844073097976,-0.3104917701706552,0.06626201315123903,0.10554874846840545,0.14527993461381272,0.005828768928853867,-0.005376344086021501,0.12317922735908793,0.10654177817424926,0.10337798485730931,-0.036883942766295696,-0.10594868903298571,-0.12656867223819646,-0.1291644233306941,,,0.32447576548044177,2.092193808882907,0.5268044976423651,0.33966836128664424,0.45541920839835415,0.18439457075322285,0.20817216689984375,0.17368277647219088,0.15921127087534992,0.04813878388865245,0.9193336517793171,-0.24265048996733551,0.07759293489422858,0.0827399557825721,,,,,,,,,,,,Maturity,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eylea y/y,,,,,,,,,,,,,,,,,,,,,,,,,0.0934699103713188,0.10589651022864022,0.11592505854800939,0.13636363636363646,0.15222482435597184,0.07943416757344934,0.07219307450157397,0.10656410256410265,0.09156504065040649,0.1693548387096775,0.16236054022313584,0.13272777829270543,0.09114607578437761,-0.03965517241379313,0.10970783867980116,0.09892807462564446,0.14931740614334466,0.2791741472172351,0.11760242792109254,0.1518987341772151,0.12694877505567925,0.13754385964912275,0.10590631364562109,-0.03296703296703296,-0.055335968379446654,-0.07464528069093157,-0.11111111111111116,-0.10561497326203206,-0.1617852161785216,-0.17933333333333334,-0.20953038674033153,-0.11061285500747386,-0.3876871880199667,-0.4917952883834281,-0.5354184868076184,-0.6201714285714286,,,,32.78629032258064,0.6812268767155987,0.2326258252289346,0.5411195577055976,0.2418161434977577,0.11398994914387184,0.10124530646424801,0.13920573012485593,0.06519960380689893,0.17081059227814843,0.08149171270718236,-0.08684546615581101,-0.1665034965034965,,,,,,,,,,,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eylea family y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232717316906228,-0.25606276747503565,-0.382671009771987,-0.43473225323703557,-0.46221003344481604,,,,,,,,,,,,,,,-0.06034482758620685,0.014084267753992519,,,,,,,,,,,,NPV,92974.27530513406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sanofi y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045375752013867565,1.1431113204993912,0.9720316622691292,0.4680403700588731,0.577058134998049,-0.0011693171188026374,-0.33930960663633924,-0.2291606989401318,-0.12592775853537852,-0.2575509248419574,0.4775212636695021,0.6265328874024525,0.6467591282196434,0.6332387259539576,0.7294407894736838,0.5478638336760338,0.22275696115503596,0.6140181502220505,0.2648597242035189,0.3933579335793358,0.4970480742198482,0.18794114128484263,0.14035087719298245,0.2139830508474576,0.18629107981220638,0.22155085599194368,0.30000000000000004,0.19999999999999996,0.19999999999999996,0.19999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,Share,836.0995980677523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dupixent y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2935251798561151,1.8439878234398779,1.6639579349904396,1.4108910891089108,1.3572772898368881,1.287931495852288,0.6956755786829356,0.6942031274680143,0.5595475715236193,0.477076023391813,0.5862433862433862,0.5503449561812421,0.5134812286689419,0.4335260115606936,0.3954636424282856,0.40122677250586314,0.38059533205547424,0.3726248342907643,0.33349268572521273,0.32938500493541056,0.31328351504757235,0.23814889336016098,0.2749695274969528,0.23230888429752072,0.14971549392120886,0.19279771190847628,-1,-1,-1,,,,,,,,,,,,,0.5325619344310935,0.4005097925337979,0.3348500207344607,0.22090765526704126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Libtayo y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40973348783314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.9391504645133324,1,1,1,0.9331913422954908,0.9239827985444922,0.9429655429779823,0,0.9392053117543313,0.8984299722269455,0.9211234095376022,0,0.896796496888684,0.8811399190460563,0.863648004917277,0.9468131484872264,0.8523720485280689,0.878231991776706,0.8650047677428143,0.9351269947001072,0.8525901242047865,0.8634631596695329,0.8959915981095747,0.9628797166598556,0.8865879734044111,0.8611638203668565,0.9483850538315389,0.9462384775498066,0.8633954571927781,0.8695707472178061,0.8719199323371863,0.8751780291833499,0.8655581947743468,0.928359194453615,0.93,0.93,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15547.800000000001,16303.400000000001,15928.199999999999,15640.900000000001,,,,,,,,,,,,,,,,,,,15928.199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14334.099999999999,,,,16241.3,,17531.4,18287.4,17912.6,17625.7,,,,,,,,,,,,,,,,,,,17912.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328.7,,,,5667.3,,5717.1,6107.1,6211.9,5561,,,,,,,,,,,,,,,,,,,6211.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.9,,,,2580.5,,2873.6,3018,3087.3,3192.4,,,,,,,,,,,,,,,,,,,3087.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.2,,,,0,,681.9,412,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3763,,,,4146.4,,4305.9,4439.2,4599.7,4694.2,,,,,,,,,,,,,,,,,,,4599.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.5,,,,1038.6,,1102.2,1120.1,1148.6,1167,,,,,,,,,,,,,,,,,,,1148.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.7,,,,2575.4,,2880.9,3015.1,3314.1,3442.9,,,,,,,,,,,,,,,,,,,3314.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ONCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.4,,,,830.7,,993.8,1043,1485.2,1862,,,,,,,,,,,,,,,,,,,1485.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29214.500000000004,,,,33080.2,,36086.8,37441.9,37759.399999999994,37545.200000000004,,,,,,,,,,,,,,,,,,,37759.399999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.2,,,,3818.6,,561.7,497.3,4888,4621.7,,,,,,,,,,,,,,,,,,,4888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.2,,,,0,,2360.9,2536.5,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.6999999999999,,,,585.6,,791.6,834.6,813.4,831.1,,,,,,,,,,,,,,,,,,,813.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.4,,,,1982.9,,1983.6,1984,1984.4,1984.8,,,,,,,,,,,,,,,,,,,1984.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,720,,720,720,720,720,,,,,,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ONCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,,,,0,,1463.2,1543.6,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22664,,,,25973.1,,28205.8,29325.9,29353.6,29387.6,,,,,,,,,,,,,,,,,,,29353.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29214.5,,,,33080.2,,36086.8,37441.9,37759.399999999994,37545.2,,,,,,,,,,,,,,,,,,,37759.399999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396,790.5999999999999,1104.1999999999998,1280.3000000000004,1403.3,954.9852,,,,,,,,,,,,,,,,,4711.200000000002,5301.0,4578.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154.3,1340.6,917.7000000000003,,,,,,,,,,,,,,,,,,4338.4,3953.6,4412.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.8,121.69999999999999,126.39999999999998,,,,,,,,,,,,,,,,,,341.4,421.0,482.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.3,225.09999999999997,304.40000000000003,,,,,,,,,,,,,,,,,,725.0,885.0,982.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-196.5,-134.7,212.89999999999998,,,,,,,,,,,,,,,,,,36.8,266.4,-118.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Non-Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,-29,55.4,,,,,,,,,,,,,,,,,,368.0,-0.1,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-308.5,-168.60000000000002,-280.19999999999993,,,,,,,,,,,,,,,,,,-746.4,-837.8,-757.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IPR&D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.6,,,,,,,,,,,,,,,,,,195.0,0.0,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-468.0000000000001,-63.89999999999998,-86.39999999999998,,,,,,,,,,,,,,,,,,-243.30000000000004,-94.10000000000002,-618.3000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1866.5000000000005,1291.1999999999998,1262.8000000000006,,,,,,,,,,,,,,,,,,5014.9,4593.999999999999,4420.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2219.2000000000007,629.0999999999985,,,,,,,,,,,,,,,,,,-1937.3999999999996,-2203.7999999999993,-1590.1000000000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-536.1999999999999,-199.60000000000002,,,,,,,,,,,,,,,,,,-590.1,-718.6,-735.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Libtayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.3,-67.4,,,,,,,,,,,,,,,,,,-1026.8,-207.8,-125.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquisitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-11.5,,,,,,,,,,,,,,,,,,-230.3,-54.9,-16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2818.7000000000007,350.59999999999854,,,,,,,,,,,,,,,,,,-3784.5999999999995,-3185.0999999999995,-2468.100000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Issuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374.4,90.89999999999986,,,,,,,,,,,,,,,,,,1519.5,1145.5,1465.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESOP Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-775.7,-253.39999999999986,,,,,,,,,,,,,,,,,,-445.7,-700.6,-1029.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buyback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1630.3,-973.0000000000002,,,,,,,,,,,,,,,,,,-2082.8,-2235.0,-2603.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.4,0,,,,,,,,,,,,,,,,,,0.0,0.0,-33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1065,-1135.5000000000002,,,,,,,,,,,,,,,,,,-1009.0000000000002,-1790.1,-2200.5000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0.0,-0.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2592.500000000001,477.89999999999895,,,,,,,,,,,,,,,,,,221.30000000000018,-381.60000000000036,-248.8000000000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stock Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.79,55.36,170.85,274.89,409.72,542.17,366.62,375.48,373.02,375,482.49,630.71,720.56,877.16,711.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6883196096370845,2.0861632947976876,0.6089552238805971,0.4904871039324823,0.3232695499365419,-0.3237914307320582,0.024166712126997947,-0.006551613934164369,0.0053080263792826266,0.28664,0.3071980766440756,0.14245849915174946,0.21733096480515157,-0.188950704546491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6883196096370845,5.210430009149131,8.383348581884722,12.49527294906984,16.53461421164989,11.180847819457153,11.451052150045747,11.376029277218663,11.436413540713632,14.714547118023788,19.234827691369322,21.974992375724305,26.750838670326317,21.696248856358647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32447576548044177,2.092193808882907,0.5268044976423651,0.33966836128664424,0.45541920839835415,0.18439457075322285,0.20817216689984375,0.17368277647219088,0.15921127087534992,0.04813878388865245,0.9193336517793171,-0.24265048996733551,0.07759293489422858,0.0827399557825721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
