Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134
,Net Income,8824,8420,8809,13187,10678,11649,10752,11202,13893,15463,15457,16458,20505,18765,16728,16740,17556,16425,18299,20081,22291,21870,21939,22036,24667,24108,25824,27233,27747,31369.72319999999,29675.0784,31935.039399999998,,,279,463,708,953,1236,1499,2195,3454,4758,7625,9265,7880,7921,10061,8193,12254,12599,14065,17681,14899,18819,23150,23171,21863,22201,22204,17908,25795,16571,39240,44281,61271,72738,72361,88136,101832,121941.74850799999,151632.24784276,187617.43354725896,207622.88482399672,229666.19246606866,234259.51631539004,238944.70664169785,243723.6007745318,248598.07279002244,253570.0342458229,258641.43493073937,263814.2636293542,269090.5489019413,274472.3598799801,279961.8070775797,285561.0432191313,291272.26408351393,297097.70936518424,303039.6635524879,309100.45682353765,315282.4659600084,321588.1152792086,328019.87758479273,334580.2751364886,341271.8806392184,348097.31825200276,355059.26461704285,362160.4499093837,369403.6589075714,376791.73208572285,384327.5667274373,392014.11806198605,399854.4004232258,407851.4884316903,416008.51820032415,424328.68856433063,432815.26233561727,441471.5675823296,450300.9989339762,459307.01891265577,468493.1592909089,477863.0224767271,487420.28292626166,497168.6885847869,507112.06235648267,517254.30360361235,527599.3896756846,538151.3774691983,548914.4050185822,559892.6931189538,571090.5469813329,582512.3579209596,594162.6050793788,606045.8571809664,618166.7743245858,630530.1098110775,643140.7120072991,656003.526247445,669123.5967723939,682506.0687078418,696156.1900819986,710079.3138836386,724280.9001613114
,EPS,1.1362348699459182,1.083934088568486,1.137525826446281,1.7059508408796895,1.3849546044098573,1.5146274866727343,1.4009120521172638,1.4643137254901961,1.8191698310855047,2.030330882352941,2.0346189285244174,2.1709537000395724,2.709792520153297,2.483785572468564,2.2203344836740113,2.2302158273381294,2.345490981963928,2.197912484945805,2.4516345123258305,2.6892995848399623,2.9872688287322435,2.9284949116229244,2.936161670235546,2.950328022492971,3.3021419009370816,3.228173540439207,3.4611982308001608,3.650046910601796,3.7164478971336727,4.201677364050361,3.974695740691133,4.277396115724618,,,0.5195530726256983,0.822380106571936,1.2040816326530612,1.5726072607260726,2.0262295081967214,2.390749601275917,3.4296875,2.6326219512195124,1.7747109287579261,1.4924642787238207,1.7537384062085937,1.4137064944384643,1.4264361606338916,0.9245543098695093,0.7520653570772903,1.123601687144691,1.1963726141866868,1.4227189965607931,1.867053854276663,1.6561805246776344,2.1080990254284755,2.6940532991970207,2.724077122031507,2.581227863046045,2.6432908679604714,2.6900896535013326,2.2348683389492074,3.293539325842697,2.126122658455222,5.061266606474913,5.7635038396459715,8.053760967434524,9.646309926397453,9.683964000133829,11.802216196310804,13.64125920964501,16.335130409645007,20.312424359378433,25.13294488241915,27.812844584594338,30.765732413405047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S/O,7766,7768,7744,7730,7710,7691,7675,7650,7637,7616,7597,7581,7567,7555,7534,7506,7485,7473,7464,7467,7462,7468,7472,7469,7470,7468,7461,7461,7466,7466,7466,7466,,,537,563,588,606,610,627,640,1312,2681,5109,5283,5574,5553,10882,10894,10906,10531,9886,9470,8996,8927,8593,8506,8470,8399,8254,8013,7832,7794,7753,7683,7607.75,7540.5,7472.25,7467.75,7465,7465,7465,7465,7465,7465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue Growth,,,,,0.136535552193646,0.1365834128915031,0.14556278826338698,0.1280066435329359,0.12400544546967174,0.16718148810491518,0.19088546871876866,0.21347251071437956,0.21970716477364483,0.2008543040208004,0.18352275451973332,0.12378661813139202,0.1060308493501334,0.019699195793380753,0.0708468395461912,0.08337028824833692,0.12758868361198683,0.17580146738203117,0.17028964943148495,0.15195144957198026,0.1604472990427659,0.12273460174137374,0.13269100197225914,0.18097548163826538,0.18431043683769155,0.1499999999999999,0.10000000000000009,0.10000000000000009,,,,0.5579036348267117,0.4970157352143245,0.3602754621239579,0.23874233946176382,0.2770488277048828,0.46050193700522146,0.3098835197785723,0.2752245113576335,0.36336647334990335,0.16250569706790907,0.10193413486670155,0.12132352941176472,0.1347435219460602,0.14440612669711372,0.08016831817564807,0.11294862772695291,0.15446456799602548,0.18187864324556946,-0.03282025819265144,0.06925406848400839,0.11937455988733126,0.054044007263057026,0.05596625205159844,0.11540289534868786,0.07770087409164717,-0.08826672365890142,0.1318682606657291,0.1427861366248666,0.14029539688292858,0.1364557424727637,0.17531727441177503,0.17956070629670173,0.06882029555656421,0.1566996201307127,0.14932156232406713,0.17049246780536964,0.17302583287233553,0.12728764650206958,0.08789453685370319,0.0885387538788951,,,,Terminal,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue c/c,,,,,,,,,,,,,,,,,0.16,0.07,0.1,0.1,,,0.17,0.16,0.16,0.12,0.15,0.17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.11,0.15,,,,,,,,,,Discount,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR y/y,,,,,,,,,,,,,,,0.12477838234395056,0.09666749733807567,0.07550896013653552,0.0777013244853002,0.07623111207739974,0.11165509833085441,0.11507072905331883,0.16171200726795543,0.13211787581121692,0.11839146674595358,0.132166382044401,0.04368510231567968,0.05895211116811283,0.11765585537684431,0.10493993427786452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11165509833085441,-0.1071859959489343,,,,,,,,,,ROIC,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Productivity y/y,,,,,,,,,0.1121242213595739,0.12912227295788936,0.1540492208123989,0.2500850918992512,0.2207971426252131,0.19343967647719618,0.1650678866587958,0.12994350282485878,0.0948201343174413,0.0668925702811245,0.10937994806510853,0.10186746987951811,0.5320983905253569,0.5206446300435243,0.5478990637131764,0.5650866546388935,0.12253230793625614,0.13858590546917315,0.10441485634197623,0.15667027631257202,0.1660839778225094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17525734953167027,0.09327062685436527,0.5419926668013975,,,,,,,,,,NPV,3444043.304222832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cloud y/y,,,,,,,,,0.1974181650530198,0.23017945909512183,0.23100724696685937,0.2994540423304166,0.30232558139534893,0.25518800082186144,0.2559200952506946,0.1973525179856115,0.20180936613055822,0.17356905112675292,0.16295359983146374,0.15328782926360307,-0.015350553505535047,0.0007904035707644308,0.0027172682396630066,-0.008669195181928102,0.20381751861290165,0.1867131242740998,0.20821101124610442,0.2561698549505991,0.28245890752116876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24883488681757648,0.1716246834599493,-0.005039416656238971,,,,,,,,,,Share,461.2969869036743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Personal y/y,,,,,,,,,0.06431330279349678,0.14465218378623868,0.18541420387378382,0.0910921766072812,0.12802768166089962,0.15493982277476515,0.11874808223381406,0.0266221780491267,-0.002543767768966032,-0.18482679645004296,-0.09078442128359843,-0.038448240094046016,-0.15406540654065404,0.02837676476785833,-0.04947209653092011,-0.11434735706580368,0.16829225039900697,0.0006830134553650336,0.060853697238971716,0.09224522939504665,0.04401942926533087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10690847244560286,-0.08587748012559293,-0.07118061899367856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,0.6594347407509283,0.6174124603492347,0.6673317850250237,,0.6851913477537438,0.6651492982170921,0.6866166014676908,0.675571214471643,0.7038811433493029,0.6704893676293063,0.6872152687862658,0.6968495406482926,0.6988768012004325,0.6721311475409836,0.6836507293354943,0.6832353224718017,0.691712222177886,0.6684550780139155,0.6948748510131109,0.701098079695314,0.7115558150644938,0.6836020638503708,0.7008471014258463,0.6958919770729372,0.6935427308073493,0.6869399126838235,0.6871663859789342,0.6858492170432098,0.6904587179586213,0.7,0.7,0.7,,,0.7861369399830939,0.8035811177428106,0.8307357738310982,0.8313349320543565,0.8358786835878683,0.852282297456628,0.8629915811325106,0.9044726184187357,0.9173570836785419,0.8574973413683091,0.8692280885171633,0.8634171410499684,0.8169927727833598,0.8233448286575326,0.8176734084430569,0.8441741228511109,0.8272435752676031,0.790833691952584,0.808043694141013,0.7919982203056283,0.8016292170795724,0.777290079064381,0.762218032364391,0.7398938971598864,0.6898183870187602,0.646954477452447,0.6157993436474449,0.6452247569146017,0.652473722363175,0.6590195720063889,0.6778100199279796,0.689258007710247,0.684016744842891,0.6892008588349102,0.6976444382797138,0.6882374238616519,0.67,0.67,0.67,0.67,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Margin,0.34228441754916794,0.3159126605278556,0.3382617513329626,,0.38378460142187265,0.37638866309001245,0.3704919905199737,0.352509662661373,0.4273025784572321,0.4154749744637385,0.4087661247782094,0.41374154966198645,0.4465873733918838,0.4300765542839468,0.4125607779578606,0.3959124650535043,0.42931247755476637,0.3867328947617874,0.4228768185859962,0.4316503230169606,0.4758745156324646,0.43585940019348596,0.4458760386692101,0.43142737960974553,0.4658382252039338,0.4545754825367647,0.456712242742557,0.44901296424693554,0.48872838695557014,0.4777383711636828,0.46954585676362276,0.4631637472037257,,,,,,,,,,,,,,,,,,,,,,0.3541078426339477,0.3866109724089367,0.38833049769097694,0.37920323372624554,0.3437937545761667,0.321145186737761,0.3010472323145971,0.2495546179090483,0.3037247206718373,0.3176694454512505,0.3413698020549415,0.37030381428521486,0.415948788729713,0.4205527815604983,0.417728806361041,0.44644299573273716,0.4562195624085985,0.46583089693458635,0.4907250256011514,0.5061968888741165,0.5149140070621123,0.5232541242497685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tax Rate,0.1366793855787105,0.18921521425132404,0.1599275224108335,,0.1582847233170424,0.17294994675186368,0.16281242700303666,0.16540008940545373,0.1383651699330191,0.15673228990565524,0.10321420283128337,0.15186807523834064,0.0009257454687195478,0.1665556295802798,0.17147102526002972,0.18289647093278666,0.1861672538475802,0.1924381729681892,0.1929166850438848,0.18789177821814212,0.18300102624248643,0.17552589911784663,0.17914468514984846,0.1913394495412844,0.18507383791998414,0.17902264600715137,0.17697676642126398,0.16504169732646554,0.191073146555494,0.18,0.18,0.18,,,0.3195121951219512,0.30998509687034276,0.31988472622478387,0.31977159172019987,0.31788079470198677,0.3226389516493448,0.35039952648712636,0.35001881821603315,0.35815459328207205,0.35001278663370555,0.3437920532615624,0.3255734337555632,0.31744937526928046,0.3199269974313911,0.3295965960232387,0.263050276641809,0.3100974701566094,0.3002835679816925,0.2575375829344083,0.26063222668850183,0.24940172303765157,0.17530547540166008,0.1858397751229796,0.19181576223569421,0.2056034636991448,0.22140402552773686,0.1415560136139207,0.14605886052901645,0.5456763722103416,0.10181285478850027,0.16507655177615205,0.13826615285083402,0.13113383343685794,0.18978625253328257,0.18231326597827197,0.17629644009803683,0.18,0.18,0.15,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Product GM%,0.7890629516157003,0.6371539552376841,0.77725271879855,,0.7903982749873161,0.7279649411120241,0.7872849851931195,0.7591888466413181,0.7723849901917358,0.6886947584789311,0.7465181058495822,0.7736297391488014,0.7719920630148518,0.6953173877472448,0.7360359322814696,0.7573513031855648,0.7267009719839909,0.6555064479021614,0.7471773158840134,0.7703079570402895,0.7727067911168329,0.6851275011878992,0.74596018735363,0.8912007263372929,0.7843111576741749,0.7622541463715395,0.8017494614530974,0.8066059757236228,0.8164803416656199,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7092777470651361,0.7621883374339847,0.7609191125168613,0.7536968926425404,0.7645978160226922,0.743661535864029,0.7378870373425728,0.7248180033694493,0.7642227471322928,0.7888687329934633,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Service GM%,0.4691557064064489,0.5977110509475757,0.5550486014679628,,0.5892289003297275,0.6036673636802317,0.6031853785900784,0.5992658151463341,0.6531778371036485,0.6554878048780488,0.6469214351870495,0.6434188285441317,0.6564874851844105,0.6565640246857734,0.6552166031130837,0.6439883216845086,0.6756929699543353,0.6743582666298648,0.6729990072177949,0.6714460036607688,0.6883753843150652,0.6829313586666357,0.6836392871499397,0.6457775189283634,0.6659908969848747,0.664070544623968,0.6551043892816045,0.6509569176292049,0.6579650531975191,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374422705516836,0.4173992673992674,0.4999672938970412,0.5543714658547194,0.5990476698588845,0.6494011173645041,0.6528063215918686,0.673547712205195,0.6737325962439492,0.6586891237866084,0.65,0.65,0.65,0.65,0.6500000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Commercial bookings CC,,,,,,,,,,,,,,,,0.35,0.16,0.04,0.12,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,69825,64290,73676,76165,77528,75239,72744,78172,83720,79105,61674,61867,65479,58489,65632,73904,83872,20165,29386,38513,49089,42166,52772,66819,70269,,,,,,,,,,3614,4750,6940,11312,18630,31608,41524,45741,52843,62740,72802,48755,43393,33528,30250,30634,38603,51716,60872,72266,77661,,,,,,,,61867,73904,42166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,139320,136468,140286,139492,141080,135762,130802,136318,137008,132363,111600,111648,114101,106605,113842,121141,155374,94384,94828,90143,94206,87136,95653,109970,113477,,,,,,,,,,3614,4750,6940,11312,18630,31608,41524,45741,52843,62740,72802,48755,43393,33528,30250,36380,44542,63637,72816,87866,100306,,,,,,,,111648,121141,87136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,19087,29524,22699,32011,22851,27312,26322,38043,27349,33520,32613,44261,31279,35833,37420,48688,36953,42831,44029,56924,44148,48188,51700,69905,52894,,,,,,,,,,475,581,639,980,1460,2245,3250,3671,5129,5196,5890,7180,9316,11338,13589,11192,13014,14987,15780,17486,19544,,,,,,,,44261,48688,48188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventories,,,,,2622,2063,1644,1895,2705,1924,2245,2636,3411,3019,3296,3742,4268,2980,2877,2500,3000,1615,1304,1246,1626,909,848,938,1130,,,,,,,,,,102,88,0,0,0,0,0,0,673,640,421,491,1478,1127,985,717,740,1372,1137,1938,2660,,,,,,,,3742,2500,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OCA,,,,,7551,10146,8536,11482,13544,12769,11640,13393,12951,12280,13320,16924,18003,19502,19165,21807,23682,21930,21826,26021,25724,26428,24478,25723,33030,,,,,,,,,,121,201,260,427,502,752,3260,4366,4122,4089,3663,3315,4055,4292,5006,5924,5134,5787,5127,5020,6333,,,,,,,,16924,21807,26428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,38409,36477,41221,44151,47927,51737,54945,59715,63772,67214,70298,74398,77037,82755,88132,95641,102502,112308,121375,135591,152863,166902,183939,204966,230861,,,,,,,,,,930,1192,1326,1465,1505,1611,1903,2309,2268,2223,2326,2346,3044,4350,6242,7535,7630,8162,8269,9991,13011,,,,,,,,74398,95641,166902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,7890,7379,8448,8753,9047,10298,10673,11088,11575,12354,12916,13148,13347,13624,13879,14346,15435,16398,17371,18961,20528,22816,24475,24823,24791,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,13148,14346,22816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,49621,49776,48919,50389,50813,50774,57825,57511,58249,58383,78719,78822,78267,78259,77819,77252,76685,148827,147991,146817,146125,144576,143297,142113,140733,,,,,,,,,,0,0,0,0,0,0,0,0,1669,3512,3684,3808,4405,5638,14081,14262,13552,13325,16622,17738,27108,,,,,,,,78822,77252,144576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTA,,,,,14455,14723,13696,13138,13034,13561,14427,15075,21103,21256,21845,21897,23482,24994,26954,30601,32154,32265,35551,36460,37793,36943,38234,40565,39435,,,,,,,,,,121,398,928,203,260,940,2213,3170,942,1171,3603,4920,3906,2898,2640,1878,1501,1434,1520,2392,3422,,,,,,,,21897,30601,36943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,278955,286556,285449,301311,301001,304137,308879,333779,335418,340389,344607,364840,359784,364552,380088,411976,445785,470558,484275,512163,523013,533898,562624,619003,636351,,,,,,,,,,5363,7210,10093,14387,22357,37156,52150,59257,67646,79571,92389,70815,69597,63171,72793,77888,86113,108704,121271,142431,172384,,,,,,,,364840,411976,533898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,8574,9382,9246,12530,12509,12770,13412,15163,14832,15314,16085,19000,16609,15354,15305,18095,19307,17695,18087,21996,22768,22608,26250,27724,32580,,,,,,,,,,324,563,808,721,759,874,1083,1188,1208,1573,1717,2086,2909,3247,4034,3324,4025,4197,4175,4828,7432,,,,,,,,19000,18095,22608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,69495,72178,66610,63327,63552,60523,58058,58146,53288,53258,49926,49781,48622,48116,48210,47237,71502,74219,65442,51630,45117,44970,42881,43151,43208,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5746,5939,11921,11944,15600,22645,,,,,,,,49781,47237,44970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Compensation,,,,,4676,6830,6254,7874,5714,6838,8032,10057,6894,7782,9067,10661,7405,9030,10411,11009,6990,8813,10432,12564,8326,9176,10579,13709,9201,,,,,,,,,,96,130,202,336,359,396,557,742,1145,1416,1339,1662,1938,2325,2934,3156,3283,3575,3875,4117,4797,,,,,,,,10661,11009,9176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,32131,35510,32369,31766,30775,28437,29495,29562,32199,30051,31433,30366,30441,28011,29465,30145,31488,34225,36566,35566,36750,32958,34388,36032,33076,,,,,,,,,,305,410,484,466,915,1607,585,1468,2022,2044,3478,2020,1557,1040,3248,725,1074,580,789,592,3510,,,,,,,,30366,30145,32958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,34026,37206,30397,39180,36305,33387,32714,44141,41015,36769,36796,48408,44112,39626,39601,53813,49188,46034,44833,60184,55689,48045,47476,67265,61533,,,,,,,,,,0,0,560,1418,2888,4239,4816,5614,7743,9015,8177,9167,10902,12646,15297,14284,14830,17120,20059,22399,25158,,,,,,,,48408,53813,48045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OCL,,,,,8507,9351,9151,10027,9476,10527,10450,11666,10816,11684,11865,13067,12058,12802,12664,14745,14475,16362,18023,19185,19114,20286,22937,25020,22741,,,,,,,,,,188,244,371,669,809,1602,2714,2120,2449,1716,1921,3607,3783,3622,3659,3142,2931,3492,3151,3597,6906,,,,,,,,13067,14745,20286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,6659,6188,7248,7671,7753,8875,9272,9629,10050,10774,11357,11489,11660,11998,12312,12728,13487,14155,14469,15497,16361,17254,17686,17437,17348,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11489,12728,17254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,8826,7581,9673,10632,11525,12544,12941,13427,14346,14747,15154,15526,15311,16479,17437,17981,18634,20787,23271,27064,31165,35906,38536,45186,53588,,,,,,,,,,0,530,760,0,0,0,1027,836,899,2787,932,4158,8404,9194,7335,7953,7856,10736,10915,12354,12152,,,,,,,,15526,17981,35906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,106061,102330,114501,118304,123392,130236,134505,141988,151978,160010,162924,166542,173566,183136,194683,206223,220714,238268,253152,268477,287723,302695,321891,343479,363076,,,,,,,,,,4450,5333,6908,10777,16627,28438,41368,47289,52180,61020,74825,48115,40104,31097,36286,39558,46175,57083,66363,78944,89784,,,,,,,,166542,206223,302695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,278955,286556,285449,301311,301001,304137,308879,333779,335418,340389,344607,364840,359784,364552,380088,411976,445785,470558,484275,512163,523013,533898,562624,619003,636351,,,,,,,,,,5363,7210,10093,14387,22357,37156,52150,59257,67646,79571,92389,70815,69597,63171,72793,77888,86113,108704,121271,142431,172384,,,,,,,,364840,411976,533898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,10678,11649,10752,11202,13893,15463,15457,16458,20505,18765,16728,16740,17556,16425,18299,20081,22291,21870,21939,22036,24667,24108,25824,27233,27747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88136,90512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,,10678,11649,10752,11202,13893,15463,15457,16458,20505,18765,16728,16740,17556,16425,18299,20081,22291,21870,21939,22036,24667,24108,25824,27233,27747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88136,101832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,,,,,2971,3203,3118,3504,2645,2761,2936,3344,3212,3496,3773,3979,2790,3648,3549,3874,3921,5959,6027,6380,7383,6827,8740,11203,13061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22287,34153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,1262,1340,1338,1349,1456,1566,1525,1571,1702,1897,1906,1997,2192,2538,2465,2416,2507,2828,2703,2696,2832,3089,2980,3073,2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10734,11974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
